,txt,sentiment,num_of_words
2922,not 3d: this company advertised this as a 3d movie. when i received it it was only a blu-ray. they told me i would have to ship it back to them to prove it. i was very upset and they are horribel to work with.,0,45
2926,"i fell asleep.: i know it sounds hard to believe, this movie being so loud and ""spectacular,"" but i was just so bored by the giant gizmos shooting at each other again, i fell asleep.",0,35
2932,"disappointed: i bought this for my husband for his birthday, and was disappointed when i got it. it said online that it was a 2-disc and i only got one disc. it wasn't in it's original packaging, and i payed as much for it as i would in a store.",0,50
2947,"i saw this movie in 3-d: i really don't think i would buy the blu ray dvd movie, but when i saw it at an imac theater in 3-d, it was increadable. that's the only way to see this movie. without the 3-d effects, it's not that great.",0,48
2981,"no special features: first, the movie has incredible special effects, but the script and acting are horrible. however, the real problem with this package is that the disc does not have any special features!",0,34
2997,"if you have already watched trasformer 1, don't spend your time to watch this, even it is free.: if you watch trasformer 1, don't spend your time to watch this, even it is free. i consider this movie is just below the episode 2 and the 2 below 1. and nothing is new.",0,53
3005,"just a bad movie: poorly acted, written and plotted. sci-fi and action movies are my thing but i couldn't get through this one as it seemed like all involved just ""phoned it in"". worst movie i've seen in a long time.",0,41
3029,quality: the hd streaming always fails...the movie itself was fun to watch and very enjoyable. it would be nice if the streaming quality held up.,0,25
3052,"it's ok...: not much of a plot differance from the 2nd one... i saw them film in chicago in 2010... that was the only cool thing about this movie, the chicago back drop... other then that don't buy this unless you saw it and liked it.. if you haven't seen it just rent it!!!!!",0,54
3056,"really really bad!: this is an awful franchise and this could be the worse of the bunch. this film is too dumb for adults and way to crass for children. i don't know who's giving the good reviews, it must be highly paid movie industry workers. this movie is really, really bad!",0,52
3063,horrible: i want the 150 minutes of my life back. this is my first probably last movie review. this move was so bad it motivated me to take the time to do my fair share of trashing it a bit,0,40
3065,"terrible plot, interesting effects.: i'm a big fan of transformers going back to the 1980s cartoons. this movie, like all the other recent ones, do a major disservice to the franchise. but at least it looks good while doing it.",0,40
3066,"one of the worst works of mankind: if you've been wondering if our species is ascending or declining watch transformers. if you haven't been wondering, i would like to take this opportunity to pose an ironic question, ""what is it like to be mindless?""",0,44
