,txt,sentiment,num_of_words
7936,a near-perfect film.: completely absorbing and hypnotising; this is the single best movie i have ever seen.,1,17
7939,wrong book was deliverd: i received the wrong book in the mail. the right book needs to be sent. still need the right copy,0,24
7946,the mark of the maker: the write-up was not good. this is definitely a children's book(?) very disappointed.,0,18
7966,"great item: condition of book was great, better than the description, easy to read,recommended for every library, very in depth yet very simple",1,23
7984,great cd: i love love love this cd. i dont speak french but its still great. i would recommend this cd to everyone.,1,23
8000,gossip girl season 3: arrived a lot quicker than expected and was in condition that was stated. thanks and i would buy from again!,1,24
8040,not good: this game is the worst nickelodeon game i have ever played. it has horrible graphics and i don't think it portrays any nickelodeon character at all.,0,28
8068,awful fit: i wasn't thrilled with the fit of this bra. it was stiff and the edges were so pronounced that even my thickest sweater couldn't hide them.,0,28
8146,"really boring: this is probably the worst ""horror"" movie i have ever seen! don't see this unless you want to be bored to death!",0,24
8177,"the only thing ""haunting"" me is the money i wasted: a decent scare or two during the first 45 minutes, but i can that from my own driving.",0,28
8275,easy transaction!: great transaction.. book is as described and was received on time.. at the given price this was a good value!,1,22
8289,lots of errors!!!: this book was a good refresher... but beware! the math sections are full of errors! full of errors!!!,0,21
8326,"dorman 38437 door hinge repair kit: this kit did work , but if i was to do it again i would go for the kit with threaded studs",1,28
8370,dragon fire: i just could not read it; it was too violent and ugly. perhaps it was just me but i couldn't get past the first chapter.,0,27
8459,pointless: this is one of the hardest to read most pointless books i have ever had the misfortune of trying to read.,0,22
8510,"book: this book is confusing, it jumps around to much, to many generations in the book. i could not understand this book at all.",0,24
8587,interesting: this is an interesting series for someone who likes watching medical dramas and it has a great cast as well.,1,21
8603,"beautiful lullabuy music: i love this cd. i play it for my son when he is going to sleep. very peaceful, mellow and soothing.",1,24
8620,"the canterbury tales: illustrated prologue: this is a great edition of the prologue, the illustrations really accent the story very well.",1,21
8621,recommend this seller: i recieved this book on time and in excellent condition. i'd definitely recommend this seller.,1,18
8642,"love it: thank you for making my baby happy, he is very into this type of music. just waiting for the next cd",1,23
8659,lodge book: for the price of the book i was looking for more recipes not a history of cast iron cooking. not worth the price,0,25
8688,entertaining: i like this movie. i think it is entertaining. i wanted to have this movie in dvd and add it to my collection.,1,24
8689,great movie!: we all truly enjoyed this movie! the picture quality was beautiful and i know i will watch it again! awesome!,1,22
8704,enjoy: i really enjoyed this movie and i bought the soundtrack and the dvd. it is a great movie that i would be glad to compliment on.,1,27
8707,i love this movie: this product is really great for my trip. it also came in early and i am enjoying the movie.,1,23
8794,paranoiac...: this record gives one a nightmare. this kind of music needs to stay in the nineties where it belongs.,0,20
8829,bootleg: the boxed set i received was an obvious bootleg copy. super annoyed and disappointed with my purchase. . . .,0,21
8850,be aware!: this cd does not work for a european cd player!they should have warned me when buying from europe.i am not satisfied with it.,0,25
8856,fun at first but will get boring: only the first case is fun and the rest are stupid. dont waste your money on this game like i did,0,28
8938,leaks: if your drive thru mud and rain expect water to get in this bag. it is not very water resistant.,0,21
8960,happy: the discs all worked well and the case was in good shape. the retailer was very helpful in shipping it to me.,1,23
8964,"quick read: love langston hughes' poetry, but this was a nice departure. i would recommend this book to any young person who has not read anything by langston.",1,28
