Unnamed: 0,txt,sentiment,num_of_words,anon_txt,anon_txt_history,num_replaced,num_lemmatized,num_protected,num_no_change,force_anon_txt,neigbors,num_of_words_after_forcing,num_of_deleting_after_forcing
4947,returned it: this book is not like he rest of dale carnegie's books. the rest of hem are interesting and easy reeds. this'd one is bad,0,26,return it : this book is not there he rest of dale carnegie 's book . the rest of hem are interesting and easy reed . this have one is there,{return} (it:) (this) [any] (is) (not) [there] (he) [any] (of) dale {carnegie} {book} (the) [any] (of) hem (are) [any] (and) [any] {reed} {this} [any] (is) [there] ,8,5,10,3,* it : this book is not there he * of * * 's book . the * of * are interesting and * * . this have one is there,"[59, 755]",20,8
5061,"not new ,disappointed: i was surprised to see that the item was used. advertised as new. would have liked the new ones stead got used.",0,25,"not new , disappointed : i was there to there that the item was use . advertise as new . there have there the new one stead there use .",(not) [any] {disappoint} (i) (was) [there] (to) [there] (that) (the) item (was) {use} {advertise} (as) [any] [there] (have) {like} (the) [any] {one} stead {get} {use} ,6,7,10,2,"not new , * : i was there to there that the item was use . * as new . there have there the new * * there use .","[14, 60]",21,4
5068,watch the price: i bought this from the same co. before christmas and was stunned that the price had doubled. on the page the price was not clear!,0,28,watch the price : i new this from the same co. before christmas and was stunned that the price had double . on the page the price was not clear !,[any] (the) [any] (i) {buy} (this) (from) (the) (same) co. (before) [any] (and) (was) {stun} (that) (the) [any] (had) {double} (on) (the) [any] (the) [any] (was) (not) [any] ,7,3,17,1,* the price : i new this from the same *. before * and was * that the price had * . on the * the price was not * !,"[61, 234]",21,7
5282,"van damme's a bad guy ?: i would say the plot is good, but the action and fighting scenes are not in favour for action-movie goers.",0,26,"van costner 's a there there ? : i there say the plot is good , but the challenge and fighting scene are not in favour for challenge - movie goer .",van {damme} (a) [there] [there] ?: (i) [there] [any] (the) [any] (is) [any] (but) (the) [challenge] (and) {fight} {scene} (are) (not) (in) [any] (for) action-movie {goer} ,8,4,11,3,"* * be a there there ? : i there * the * is good , but the * and * * are not in * for * - movie * .","[62, 370]",17,10
5327,under the tuscan sun: to be honest i expected a little more from the movie. it was too mellow and somewhat boring.,0,22,under the tuscan sun : to be honest i there a little more from the movie . it was too mellow and particularly boring .,(under) (the) tuscan [any] (to) (be) [any] (i) {expect} (a) [any] (more) (from) (the) [any] (it) (was) (too) mellow (and) [particularly] {bore} ,5,2,13,2,under the * * : to be * i there a little more from the movie . it was too * and * * .,"[63, 831]",16,6
5330,stinks: this movie was terrible. if there was an option for - stars i would go there.read the book it's much more entertaining!,0,23,stink : this movie was cruel . if there was an option for - star i there go there.read the book it be there more entertaining !,{stink} (this) [any] (was) [cruel] (if) (there) (was) (an) [any] (for) - {star} (i) [there] [any] there.read (the) [any] (it's) [there] (more) {entertain} ,7,3,10,3,* : this movie was cruel . if * was an * for - * i * go *.* the * it be * more * !,"[64, 254]",14,10
5454,far cry from original: don't waste your time or money on this remake. even rebecca's hotness can't save it. watch the original with james caan.,0,25,until hear from original : do not problems your there or money on this remake . even collins 's hotness can not save it . watch the original with collins caan .,[until] [hear] (from) [any] (don't) [problems] (your) [there] (or) [any] (on) (this) [any] [any] {rebecca} hotness {can} [any] (it.) [any] (the) [any] (with) [collins] caan. ,12,2,7,4,until * from * : do not problem your there or money on this * . * * 's * can not * it . watch the * with * * .,"[65, 83]",18,10
5615,tbone: thought this was a cd by the group pieces of a dream. you put it with their cds. not what i wanted.,0,23,tbone : there this was a hd by the group piece of a dream . you put it with their hd . not what i want .,tbone: {think} (this) (was) (a) [hd] (by) (the) [any] {piece} (of) (a) [any] (you) [any] (it) (with) (their) {cd} (not) (what) (i) {want} ,4,4,14,1,* : there this was a hd by the * * of a * . you * it with their hd . not what i want .,"[66, 646]",18,5
5733,"too many names, too little interest.: this book needs a grammar check. it is incomprehensible. i am trying to return it. it sucks, to coin a pun.",0,27,"too there name , too little significant . : this book there a grammar new . it is incomprehensible . i am try to return it . it suck , to coin a pun .",(too) [there] {name} (too) [any] [significant] (this) [any] {need} (a) [any] [new] (it) (is) [any] (i) (am) {try} (to) [any] (it.) (it) {suck} (to) [any] (a) pun. ,9,4,12,2,"too there * , too little * . : this book there a * new . it is * . i am * to * it . it * , to * a * .","[67, 405]",18,9
5755,"old information: unfortunately, i did not like this book. i found it difficult to read and boring, even though it was recommended by a friend..",0,25,"there information : there , i did not there this book . i there it difficult to read and boring , even there it was recommend by a daddy ..",[there] [any] [there] (i) (did) (not) [there] (this) [any] (i) [any] (it) [any] (to) [any] (and) {bore} [any] [there] (it) (was) {recommend} (by) (a) [daddy] ,11,2,12,0,"there * : there , i did not there this book . i there it * to read and boring , even there it was * by a * ..","[68, 219]",21,4
5767,"not for me: i thought that this might be interesting, but language was too old and i found it to be boring. i deleted it soon after.",0,27,"not for me : i there that this there be interesting , but language was too there and i there it to be boring . i delete it this after .",(not) (for) (me:) (i) {think} (that) (this) [there] (be) [any] (but) [any] (was) (too) [there] (and) (i) [any] (it) (to) (be) {bore} (i) {delete} (it) [this] (after.) ,6,3,16,2,"not for me : i there that this there be interesting , but * was too there and i there it to be boring . i * it this after .","[69, 417]",25,2
5798,"not enough information. cap did not fit my model.: the item was not fully described. i thought it would fit my rebel camera,however it did not.nor",0,26,"not there information . cap did not fit my model . : the item was not fully describe . i there it there fit my rebel keyboard , there it did not.nor","(not) [there] [any] cap (did) (not) [any] (my) [any] (the) item (was) (not) [any] {describe} (i) {think} (it) [there] [any] (my) [any] camera,however (it) (did) not.nor ",8,2,12,4,"* there * . * did * fit my model . : the * was * * * . i there it there fit my * * , there it did *.*","[70, 377]",16,12
5862,it was a waste of money and time.: it's not at all what i expected. still have not found what i was looking for in thefirst place,0,27,it was a problems of money and there . : it be not at all what i there . there have not there what i was there for in thefirst place,(it) (was) (a) [problems] (of) [any] (and) [there] (it's) (not) (at) (all) (what) (i) {expect} [there] (have) (not) [any] (what) (i) (was) {look} (for) (in) thefirst [any] ,6,2,17,2,it was a problem of money and there . : it be not at all what i there . there have not there what i was there for in * *,"[71, 74]",26,2
5869,terrible book: my professor was not happy with this rendition of the book.he felt it was interpreted poorly and wanted me to buy another book.,0,25,cruel book : my professor was not thank with this rendition of the book.he feel it was interpret poorly and want me to new this book .,[cruel] [any] (my) professor (was) (not) [thank] (with) (this) [fairytale] (of) (the) book.he {feel} (it) (was) {interpret} [any] (and) {want} (me) (to) [free] [this] [any] ,8,3,12,2,* book : my * was not * with this * of the book.* feel it was * * and * me to new this book .,"[72, 276]",18,8
5933,didn't work: tried to play on two different blu-ray players and it simply would not play. i could only get it to play on my computer. no good.,0,28,did not work : try to play on there different blu - collins player and it simply there not play . i there only there it to play on my computer . no good .,(didn't) [any] {try} (to) [any] (on) [there] [any] [borderlands] {player} (and) (it) [any] [there] (not) [any] (i) [there] (only) [there] (it) (to) [any] (on) (my) [any] (no) [any] ,13,2,12,1,did not * : try to play on there different * - collin player and it * there not play . i there only there it to play on my * . no * .,"[73, 243]",25,5
6031,take a class: don't waste your money. if she had been my instructor i would have asked for my money back,0,21,there a class : do not problems your money . if she had been my instructor i there have ask for my money back,[there] (a) [any] (don't) [problems] (your) [any] (if) (she) (had) (been) (my) instructor (i) [there] (have) {ask} (for) (my) [any] [any] ,7,1,11,2,there a * : do not problem your money . if she had been my * i there have * for my money *,"[71, 74]",18,4
6103,"video player: i really wanted to play the bingo game, however, the cd's did not play. i tried to play other games, to no avail.",0,25,"video player : i there want to play the bingo game , there , the hd 's did not play . i try to play other game , to no avail .",[any] [any] (i) [there] {want} (to) [any] (the) bingo [any] [there] (the) {cd} (did) (not) [any] (i) {try} (to) [any] (other) {game} (to) (no) avail. ,8,4,11,2,"video * : i there * to play the * game , there , the hd 's did not play . i * to play other game , to no * .","[75, 724]",21,5
6143,no dice: this is a book that serves no purpose i would not read again it does not do wat the title says it is,0,25,no dice : this is a book that serve no purpose i there not read again it does not do wat the title say it is,(no) dice: (this) (is) (a) [any] (that) {serve} (no) [any] (i) [there] (not) [any] (again) (it) (does) (not) (do) [dat] (the) [any] {say} (it) (is) ,6,2,16,1,no * : this is a book that * no * i there not read again it does not do * the * say it is,"[76, 597]",20,5
6241,boring: don't bother wasting your money. this book is slow and goes nowhere fast. i could not even finish the book.,0,21,boring : do not bother problems your money . this book is slow and go nowhere fast . i there not even finish the book .,{bore} (don't) [any] {waste} (your) [any] (this) [any] (is) [any] (and) {go} [any] [any] (i) [there] (not) [any] [any] (the) [any] ,10,3,7,1,boring : do not bother problem your money . this book is * and * * * . i there not * finish the book .,"[29, 77]",17,5
