text,annon_sents,neigbors
great shirts: all six of the gilden sport shirts are an excellent edition to my entire wardrobe collection,"shirts of average quality...worth about what i paid for them, $10.00. fake - not real leather!: synthetic leather looking belt","[85, 161, 717]"
"amazing voice!: sounds like a young rod stewart, but better :)did not find one bad track on this album!","amazing voice! sounds like a young rod stewart, but better :)did not find one bad track on this album!","[162, 499, 332]"
"the blob: excellent scifi movie. i saw the first version by steve mcqueen, but this is better(effects,technology,etc).","rollerbomb: stupid, vapid, anemic remake of the 1975 film. the blob: excellent scifi movie.","[25, 163, 798]"
"dvd-series: came within a couple of days of ordering, was in great condition, couldn't expect better.","came within a couple of days of ordering, was in great condition, couldn't expect better.. spongebob dvd's first season: excellent","[164, 578, 814]"
unbelieveable: this show is amazing. from the cast to the script everything is done unbelievable well,"this show is amazing, from the cast to the script everything is done unbelievable well. the script stunk, and the ending was worse ","[165, 695, 735]"
mostly boring: i haven't spent much time with this product. it's very boring. the fingerspelling quiz is excellent!,i haven't spent much time with this product. it's very boring. nothin like the old one..so much,"[166, 495, 877]"
no title: instant immersion american sign language deluxetried using this dvd. came without instructions. never use it.not recommended.,"instant immersion american sign language deluxe came without instructions. nice product, but it's not even dubbed in spanish. dvd is","[167, 582, 294]"
"anolon saucepan: anolon makes awesome kitchenware, and this saucepan is no exception. i highly recommend anolon products!","farberware is a name you can trust. anolon makes awesome kitchenware, and this saucepan is no exception.","[149, 168, 411]"
"only for those with an engineering degree: save your money, these bracelets are almost impossible to put together.","save your money, these bracelets are almost impossible to put together. these are really tiny, not very impressive in real life, and not worth the","[169, 638, 751]"
replacement battery: this extended life replacement battery does not last as long as the old battery it replaced.,extended life replacement battery does not last as long as the old battery it replaced. rechargable battery life is getting shorter and shorter quickly ,"[170, 429, 907]"
"bang for the buck: switched from fusion blades to these, very impressed. i'll be sticking with the mach 3's.","switched from fusion blades to these, very impressed. gives more irritation than the mach 3 turbo, and doesn't shave as","[171, 330, 335]"
return problems: shoes were great but needed different size. return was lost for sometime but finally found. big hassle!,"ordered size 32, received size 52. when returned the item i initially ordered was no longer available.","[172, 299, 268]"
"disk doesnt work: the very first disk was defective and i called the company and they told me ""tough""","the very first disk was defective and i called the company and they told me ""tough"" this package includes 50 discs and over 30 discs","[173, 965, 823]"
tv series ncis third searon: ncis naval criminal investigative service - the complete third seasonvery good quality. fast shipping.,the shipping of this product was very fastthe film on blueray is excellent.,"[174, 929, 978]"
"transformers rulz: transformers the movie is awesome non-stop action,great soundtrack,best cartoon movie ever,buy this movie now,you got the power!","transformers rulz: non-stop action,great soundtrack,best cartoon movie ever. grwst: excellent in 3d, love","[175, 177, 915]"
good movie: the best cartoon ever. no other cartoon even comes close. even beterthan misson imposible!,"splatiador: awful movie! why did it win best picture? crouching tiger, hidden dragon was definitey ","[176, 286, 389]"
"transformers: robots die. robots get eaten.big demon looking robot. great movie. buy it, if you like the transformers.","transformers rulz: non-stop action,great soundtrack,best cartoon movie ever. grwst: excellent in 3d, love","[175, 177, 915]"
great: i received this book promptly and at a good price. i definitely appreciate that kind of service.,school required book was delivered a month later. book arrived early and is just what i needed for my class.,"[155, 528, 178]"
great thriller!!!: this is a great thriller about 2 ladies seeking justice and revenge!!it's a must see!!!,this is a great thriller about 2 ladies seeking justice and revenge!!it's a must see!!!!,"[179, 517, 540]"
"doesn't suspend my disbelief: this book is totally impossible, rather than implausible asmost of the x-files are",i could not finish reading this story. nothing happens. it's philosophy disguised as science fiction. dull. i find it very suspicious that,"[180, 810, 950]"
"great: quick shipping, great product, great price. highly recommended book to read, my favorite of castaneda's series.","this is an incredible originally-on-television miniseries. fun and very well done. highly recommended book, my favorite of castane","[55, 869, 181]"
loved this movie: i have always loved this movie. i feel it is child friendly and quite entertaining.,recipent was thrilled while watching this movie. i feel it is child friendly and quite entertaining.,"[87, 249, 182]"
sooooooooooooooo good: the picture and the sound was soooooooooooo good and clear also the price was good,the picture and the sound were soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,"[183, 565, 609]"
"not bad, but...: this in an uninspired telling of a transparent political fable. good enough to watch once.",great masterpiece deliciously skewers liberalism. poorly written and full of irrelevant statements. good enough to watch once.,"[135, 151, 184]"
